tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250311,78,208029,,,Rune H.,R,188.0,DEN,,210409,,,Tsitsipas S.,R,196.0,GRE,,6-4 6-4,3,4th Round,,,,,,,,,,,,,,,,,,,,13,2820,9.0,3405.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250311,79,209950,,,Fils A.,R,185.0,FRA,,139377,,,Giron M.,U,,ESA,,6-2 2-6 6-3,3,4th Round,,,,,,,,,,,,,,,,,,,,21,2330,48.0,1150.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250312,80,132818,,,Medvedev D.,U,,RUS,,211922,,,Paul T.,U,,GBR,,6-4 6-0,3,4th Round,,,,,,,,,,,,,,,,,,,,6,3930,11.0,3330.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250312,81,212352,,,Shelton B.,U,,USA,,210416,,,Nakashima B.,U,,USA,,7-6 6-1,3,4th Round,,,,,,,,,,,,,,,,,,,,12,2880,33.0,1430.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250312,82,207678,,,Cerundolo F.,L,183.0,ARG,,200282,,,De Minaur A.,R,183.0,AUS,,7-5 6-3,3,4th Round,,,,,,,,,,,,,,,,,,,,26,1775,10.0,3335.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250312,83,208508,,,Draper J.,R,,GBR,,211065,,,Fritz T.,U,,USA,,7-5 6-4,3,4th Round,,,,,,,,,,,,,,,,,,,,14,2810,4.0,4900.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250313,84,207989,,,Alcaraz C.,R,183.0,ESP,,209317,,,Dimitrov G.,U,,BUL,,6-1 6-1,3,4th Round,,,,,,,,,,,,,,,,,,,,3,7510,15.0,2745.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250313,85,208029,,,Rune H.,R,188.0,DEN,,134868,,,Griekspoor T.,R,188.0,NED,,5-7 6-0 6-3,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,13,2820,43.0,1270.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250313,86,132818,,,Medvedev D.,U,,RUS,,209950,,,Fils A.,R,185.0,FRA,,6-4 2-6 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,6,3930,21.0,2330.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250314,87,208508,,,Draper J.,R,,GBR,,212352,,,Shelton B.,U,,USA,,6-4 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,14,2810,12.0,2880.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250314,88,207989,,,Alcaraz C.,R,183.0,ESP,,207678,,,Cerundolo F.,L,183.0,ARG,,6-3 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,3,7510,26.0,1775.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250315,89,208029,,,Rune H.,R,188.0,DEN,,132818,,,Medvedev D.,U,,RUS,,7-5 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,13,2820,6.0,3930.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250315,90,208508,,,Draper J.,R,,GBR,,207989,,,Alcaraz C.,R,183.0,ESP,,6-1 0-6 6-4,3,Semifinals,,,,,,,,,,,,,,,,,,,,14,2810,3.0,7510.0
2025-BNPPARIBAS,BNP Paribas Open,Hard,,M,20250316,91,208508,,,Draper J.,R,,GBR,,208029,,,Rune H.,R,188.0,DEN,,6-2 6-2,3,The Final,,,,,,,,,,,,,,,,,,,,14,2810,13.0,2820.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,1,105676,,,Goffin D.,R,180.0,BEL,,126846,,,Vukic A.,R,188.0,AUS,,2-6 6-4 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,55,1003,77.0,814.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,2,122330,,,Bublik A.,R,196.0,KAZ,,205588,,,Baez S.,U,,ARG,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,80,785,36.0,1385.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,3,208014,,,Hijikata R.,R,178.0,AUS,,209098,,,Medjedovic H.,R,188.0,SRB,,7-5 3-6 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,86,752,73.0,829.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,4,209262,,,Schoolkate T.,R,183.0,AUS,,210319,,,Quinn E.,R,191.0,USA,,6-0 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,129,450,135.0,432.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,5,127900,,,Monfils G.,R,,FRA,,206681,,,Marozsan F.,R,193.0,HUN,,6-3 3-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,46,1230,59.0,965.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,6,210748,,,Cina F.,R,183.0,ITA,,207681,,,Comesana F.,R,178.0,ARG,,7-6 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,441,105,67.0,866.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,7,,,,Tseng C.H.,,,,,208233,,,Bellucci M.,L,175.0,ITA,,7-6 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,115,529,72.0,838.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,8,200116,,,Ugo Carabelli C.,R,185.0,ARG,,200695,,,Holt B.,R,191.0,USA,,2-6 7-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,65,870,116.0,528.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,9,106401,,,Kyrgios N.,R,193.0,AUS,,213360,,,McDonald M.,U,,GER,,3-6 6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,892,20,101.0,575.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,10,144895,,,Moutet C.,L,180.0,FRA,,210696,,,Blockx A.,R,191.0,BEL,,7-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,76,814,163.0,354.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,11,106148,,,Carballes Baena R.,R,183.0,ESP,,143199,,,O Connell C.,U,,USA,,6-3 3-6 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,53,1051,78.0,805.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,12,200175,,,Kecmanovic M.,R,183.0,SRB,,210258,,,Kovacevic A.,R,185.0,USA,,6-4 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,48,1161,79.0,800.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,13,212033,,,Muller A.,U,,USA,,210536,,,Sakamoto R.,R,193.0,JPN,,6-4 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,41,1287,330.0,157.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250319,14,144719,,,Munar J.,R,183.0,ESP,,126239,,,Rinderknech A.,R,196.0,FRA,,6-3 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,56,992,74.0,821.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,15,208118,,,Spizzirri E.,R,183.0,USA,,213008,,,Harris B.,U,,RSA,,7-6 3-6 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,134,434,107.0,558.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,16,111460,,,Halys Q.,R,191.0,FRA,,205734,,,Seyboth Wild T.,R,185.0,BRA,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,57,981,96.0,617.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,17,200267,,,Bergs Z.,R,185.0,BEL,,201488,,,Borges N.,R,,POR,,7-6 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,51,1065,42.0,1280.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,18,207985,,,Fearnley J.,R,183.0,GBR,,130483,,,Bonzi B.,U,,ITA,,7-6 2-6 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,83,770,63.0,920.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,19,111092,,,Tirante T.A.,U,,VIE,,207925,,,Cobolli F.,R,183.0,ITA,,6-1 3-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,117,512,43.0,1280.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,20,124187,,,Opelka R.,R,211.0,USA,,117954,,,Eubanks C.,U,,USA,,6-3 7-6,3,1st Round,,,,,,,,,,,,,,,,,,,,114,529,104.0,563.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,21,212971,,,Wong C.,U,,HKG,,127157,,,Altmaier D.,R,188.0,GER,,6-4 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,182,312,82.0,783.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,22,212625,,,Darderi L.,U,,ITA,,213647,,,Martinez P.,U,,USA,,6-4 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,61,945,40.0,1295.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,23,,,,Bu Y.,,,,,111815,,,Norrie C.,L,188.0,GBR,,6-4 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,69,855,81.0,784.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,24,212384,,,Thompson J.,U,,USA,,139377,,,Giron M.,U,,ESA,,3-6 6-4 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,37,1375,45.0,1240.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,25,200221,,,Davidovich Fokina A.,R,183.0,ESP,,,,,Struff J.L.,,,,,7-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,39,1325,49.0,1160.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,26,209113,,,Diallo G.,R,203.0,CAN,,144869,,,Etcheverry T.,R,196.0,ARG,,6-3 6-0,3,1st Round,,,,,,,,,,,,,,,,,,,,87,730,44.0,1275.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,27,132283,,,Sonego L.,R,191.0,ITA,,208363,,,Navone M.,R,178.0,ARG,,7-5 7-5,3,1st Round,,,,,,,,,,,,,,,,,,,,38,1356,62.0,925.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,28,126128,,,Safiullin R.,R,185.0,RUS,,202385,,,Brooksby J.,R,188.0,USA,,6-3 3-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,71,851,544.0,67.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,29,208286,,,Arnaldi M.,R,185.0,ITA,,208167,,,Wu Y.,U,,CHN,,7-6 4-6 6-3,3,1st Round,,,,,,,,,,,,,,,,,,,,35,1410,421.0,113.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,30,211663,,,Fonseca J.,R,185.0,BRA,,210530,,,Tien L.,L,180.0,USA,,6-7 6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,60,955,66.0,867.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250320,31,210150,,,Mensik J.,R,193.0,CZE,,105138,,,Bautista Agut R.,R,183.0,ESP,,6-4 3-6 6-1,3,1st Round,,,,,,,,,,,,,,,,,,,,54,1042,50.0,1089.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,32,,,,Auger-Aliassime F.,,,,,209262,,,Schoolkate T.,R,183.0,AUS,,6-4 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,19,2415,129.0,450.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,33,209317,,,Dimitrov G.,U,,BUL,,210748,,,Cina F.,R,183.0,ITA,,6-1 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,15,2745,441.0,105.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,34,134770,,,Ruud C.,R,183.0,NOR,,200175,,,Kecmanovic M.,R,183.0,SRB,,3-6 6-4 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,6,3855,48.0,1161.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,35,207518,,,Musetti L.,R,185.0,ITA,,111460,,,Halys Q.,R,191.0,FRA,,3-6 7-6 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,16,2650,57.0,981.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,36,111575,,,Khachanov K.,R,198.0,RUS,,106401,,,Kyrgios N.,R,193.0,AUS,,7-6 6-0,3,2nd Round,,,,,,,,,,,,,,,,,,,,23,2000,892.0,20.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,37,200116,,,Ugo Carabelli C.,R,185.0,ARG,,210506,,,Michelsen A.,R,193.0,USA,,6-7 7-5 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,65,870,33.0,1465.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,38,144719,,,Munar J.,R,183.0,ESP,,132818,,,Medvedev D.,U,,RUS,,6-2 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,56,992,8.0,3680.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,39,210409,,,Tsitsipas S.,R,196.0,GRE,,,,,Tseng C.H.,,,,,4-6 7-5 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,10,3405,115.0,529.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,40,127900,,,Monfils G.,R,,FRA,,208103,,,Lehecka J.,R,185.0,CZE,,6-1 3-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,46,1230,27.0,1745.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,41,110463,,,Djokovic N.,R,,SRB,,208014,,,Hijikata R.,R,178.0,AUS,,6-0 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,5,3860,86.0,752.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,42,126214,,,Tabilo A.,L,188.0,CHI,,144895,,,Moutet C.,L,180.0,FRA,,5-7 6-3 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,31,1555,76.0,814.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,43,210416,,,Nakashima B.,U,,USA,,106148,,,Carballes Baena R.,R,183.0,ESP,,6-4 4-6 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,32,1500,53.0,1051.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,44,200624,,,Korda S.,R,196.0,USA,,208118,,,Spizzirri E.,R,183.0,USA,,6-4 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,25,1860,134.0,434.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250321,45,211922,,,Paul T.,U,,GBR,,122330,,,Bublik A.,R,196.0,KAZ,,5-7 7-5 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,13,3030,80.0,785.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,46,207678,,,Cerundolo F.,L,183.0,ARG,,212033,,,Muller A.,U,,USA,,6-1 6-2,3,2nd Round,,,,,,,,,,,,,,,,,,,,24,1925,41.0,1287.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,47,105676,,,Goffin D.,R,180.0,BEL,,207989,,,Alcaraz C.,R,183.0,ESP,,5-7 6-4 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,55,1003,3.0,6910.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,48,208834,,,Walton A.,R,,GBR,,212625,,,Darderi L.,U,,ITA,,6-4 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,89,666,61.0,945.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,49,212971,,,Wong C.,U,,HKG,,212352,,,Shelton B.,U,,USA,,7-6 2-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,182,312,14.0,2980.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,50,125903,,,Zverev A.,U,,GER,,207985,,,Fearnley J.,R,183.0,GBR,,6-2 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,2,7945,83.0,770.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,51,211065,,,Fritz T.,U,,USA,,132283,,,Sonego L.,R,191.0,ITA,,7-6 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,4,4900,38.0,1356.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,52,207830,,,Machac T.,R,183.0,CZE,,208286,,,Arnaldi M.,R,185.0,ITA,,6-2 1-6 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,21,2310,35.0,1410.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,53,212384,,,Thompson J.,U,,USA,,,,,Mpetshi G.,,,,,7-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,37,1375,29.0,1656.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,54,133430,,,Shapovalov D.,L,185.0,CAN,,111092,,,Tirante T.A.,U,,VIE,,6-3 6-7 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,28,1716,117.0,512.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,55,210150,,,Mensik J.,R,193.0,CZE,,208508,,,Draper J.,R,,GBR,,7-6 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,54,1042,7.0,3800.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,56,126128,,,Safiullin R.,R,185.0,RUS,,202270,,,Popyrin A.,R,185.0,AUS,,6-7 6-3 7-5,3,2nd Round,,,,,,,,,,,,,,,,,,,,71,851,26.0,1800.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,57,124187,,,Opelka R.,R,211.0,USA,,208029,,,Rune H.,R,188.0,DEN,,4-6 6-3 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,114,529,12.0,3270.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,58,211663,,,Fonseca J.,R,185.0,BRA,,200005,,,Humbert U.,L,188.0,FRA,,6-4 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,60,955,20.0,2375.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,59,200267,,,Bergs Z.,R,185.0,BEL,,126094,,,Rublev A.,R,188.0,RUS,,7-5 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,51,1065,9.0,3440.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,60,202235,,,Berrettini M.,R,193.0,ITA,,200384,,,Gaston H.,L,173.0,FRA,,4-6 6-3 6-3,3,2nd Round,,,,,,,,,,,,,,,,,,,,30,1580,88.0,711.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250322,61,126207,,,Tiafoe F.,R,188.0,USA,,200221,,,Davidovich Fokina A.,R,183.0,ESP,,7-5 7-6,3,2nd Round,,,,,,,,,,,,,,,,,,,,17,2485,39.0,1325.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,62,200282,,,De Minaur A.,R,183.0,AUS,,,,,Bu Y.,,,,,6-4 6-4,3,2nd Round,,,,,,,,,,,,,,,,,,,,11,3335,69.0,855.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,63,209317,,,Dimitrov G.,U,,BUL,,111575,,,Khachanov K.,R,198.0,RUS,,6-7 6-4 7-5,3,3rd Round,,,,,,,,,,,,,,,,,,,,15,2745,23.0,2000.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,64,207518,,,Musetti L.,R,185.0,ITA,,,,,Auger-Aliassime F.,,,,,4-6 6-2 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,16,2650,19.0,2415.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,65,200624,,,Korda S.,R,196.0,USA,,210409,,,Tsitsipas S.,R,196.0,GRE,,7-6 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,25,1860,10.0,3405.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,66,210416,,,Nakashima B.,U,,USA,,105676,,,Goffin D.,R,180.0,BEL,,6-3 6-7 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,32,1500,55.0,1003.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,67,110463,,,Djokovic N.,R,,SRB,,200116,,,Ugo Carabelli C.,R,185.0,ARG,,6-1 7-6,3,3rd Round,,,,,,,,,,,,,,,,,,,,5,3860,65.0,870.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250323,68,127900,,,Monfils G.,R,,FRA,,144719,,,Munar J.,R,183.0,ESP,,7-5 5-7 7-6,3,3rd Round,,,,,,,,,,,,,,,,,,,,46,1230,56.0,992.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,69,134770,,,Ruud C.,R,183.0,NOR,,126214,,,Tabilo A.,L,188.0,CHI,,6-4 7-6,3,3rd Round,,,,,,,,,,,,,,,,,,,,6,3855,31.0,1555.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,70,207678,,,Cerundolo F.,L,183.0,ARG,,211922,,,Paul T.,U,,GBR,,6-2 7-6,3,3rd Round,,,,,,,,,,,,,,,,,,,,24,1925,13.0,3030.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,71,207830,,,Machac T.,R,183.0,CZE,,124187,,,Opelka R.,R,211.0,USA,,7-6 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,21,2310,114.0,529.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,72,208834,,,Walton A.,R,,GBR,,212971,,,Wong C.,U,,HKG,,7-6 4-6 6-4,3,3rd Round,,,,,,,,,,,,,,,,,,,,89,666,182.0,312.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,73,125903,,,Zverev A.,U,,GER,,212384,,,Thompson J.,U,,USA,,7-5 6-4,3,3rd Round,,,,,,,,,,,,,,,,,,,,2,7945,37.0,1375.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,74,211065,,,Fritz T.,U,,USA,,133430,,,Shapovalov D.,L,185.0,CAN,,7-5 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,4,4900,28.0,1716.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,75,210150,,,Mensik J.,R,193.0,CZE,,126128,,,Safiullin R.,R,185.0,RUS,,6-4 6-4,3,3rd Round,,,,,,,,,,,,,,,,,,,,54,1042,71.0,851.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,76,209950,,,Fils A.,R,185.0,FRA,,126207,,,Tiafoe F.,R,188.0,USA,,7-6 5-7 6-2,3,3rd Round,,,,,,,,,,,,,,,,,,,,18,2480,17.0,2485.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,77,202235,,,Berrettini M.,R,193.0,ITA,,200267,,,Bergs Z.,R,185.0,BEL,,6-4 6-4,3,3rd Round,,,,,,,,,,,,,,,,,,,,30,1580,51.0,1065.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250324,78,200282,,,De Minaur A.,R,183.0,AUS,,211663,,,Fonseca J.,R,185.0,BRA,,5-7 7-5 6-3,3,3rd Round,,,,,,,,,,,,,,,,,,,,11,3335,60.0,955.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,79,209317,,,Dimitrov G.,U,,BUL,,210416,,,Nakashima B.,U,,USA,,6-4 7-5,3,4th Round,,,,,,,,,,,,,,,,,,,,15,2745,32.0,1500.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,80,200624,,,Korda S.,R,196.0,USA,,127900,,,Monfils G.,R,,FRA,,6-4 2-6 6-4,3,4th Round,,,,,,,,,,,,,,,,,,,,25,1860,46.0,1230.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,81,207678,,,Cerundolo F.,L,183.0,ARG,,134770,,,Ruud C.,R,183.0,NOR,,6-4 6-2,3,4th Round,,,,,,,,,,,,,,,,,,,,24,1925,6.0,3855.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,82,110463,,,Djokovic N.,R,,SRB,,207518,,,Musetti L.,R,185.0,ITA,,6-2 6-2,3,4th Round,,,,,,,,,,,,,,,,,,,,5,3860,16.0,2650.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,83,202235,,,Berrettini M.,R,193.0,ITA,,200282,,,De Minaur A.,R,183.0,AUS,,6-3 7-6,3,4th Round,,,,,,,,,,,,,,,,,,,,30,1580,11.0,3335.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250325,84,211065,,,Fritz T.,U,,USA,,208834,,,Walton A.,R,,GBR,,6-3 7-5,3,4th Round,,,,,,,,,,,,,,,,,,,,4,4900,89.0,666.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250326,85,209950,,,Fils A.,R,185.0,FRA,,125903,,,Zverev A.,U,,GER,,3-6 6-3 6-4,3,4th Round,,,,,,,,,,,,,,,,,,,,18,2480,2.0,7945.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250326,86,209317,,,Dimitrov G.,U,,BUL,,207678,,,Cerundolo F.,L,183.0,ARG,,6-7 6-4 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,15,2745,24.0,1925.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250327,87,210150,,,Mensik J.,R,193.0,CZE,,209950,,,Fils A.,R,185.0,FRA,,7-6 6-1,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,54,1042,18.0,2480.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250327,88,110463,,,Djokovic N.,R,,SRB,,200624,,,Korda S.,R,196.0,USA,,6-3 7-6,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,5,3860,25.0,1860.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250327,89,211065,,,Fritz T.,U,,USA,,202235,,,Berrettini M.,R,193.0,ITA,,7-5 6-7 7-5,3,Quarterfinals,,,,,,,,,,,,,,,,,,,,4,4900,30.0,1580.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250328,90,110463,,,Djokovic N.,R,,SRB,,209317,,,Dimitrov G.,U,,BUL,,6-2 6-3,3,Semifinals,,,,,,,,,,,,,,,,,,,,5,3860,15.0,2745.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250328,91,210150,,,Mensik J.,R,193.0,CZE,,211065,,,Fritz T.,U,,USA,,7-6 4-6 7-6,3,Semifinals,,,,,,,,,,,,,,,,,,,,54,1042,4.0,4900.0
2025-MIAMIOPEN,Miami Open,Hard,,M,20250331,92,210150,,,Mensik J.,R,193.0,CZE,,110463,,,Djokovic N.,R,,SRB,,7-6 7-6,3,The Final,,,,,,,,,,,,,,,,,,,,54,1042,5.0,3860.0
2025-TIRIACOPEN,Tiriac Open,Clay,,A,20250331,1,208363,,,Navone M.,R,178.0,ARG,,111513,,,Djere L.,R,188.0,SRB,,6-1 4-6 6-2,3,1st Round,,,,,,,,,,,,,,,,,,,,61,925,78.0,791.0
2025-TIRIACOPEN,Tiriac Open,Clay,,A,20250331,2,,,,Jianu F.C.,,,,,210460,,,Basavareddy N.,R,180.0,USA,,6-3 6-4,3,1st Round,,,,,,,,,,,,,,,,,,,,241,229,108.0,571.0
